,direct_radiation (W/m²),diffuse_radiation (W/m²),Hora,Data,Normal (kWh),Horario Economico (kWh),Autoconsumo (kWh),Injecao na rede (kWh)_code,temp,humidity,wind_speed,rain_1h,clouds_all
6539,750.0,107.0,11,2022-06-28,0.0,0.0,0.191,4,22.15,61,2.83,0.0,0
6540,831.0,110.0,12,2022-06-28,0.0,0.0,0.189,4,23.2,55,3.45,0.0,0
6541,864.0,111.0,13,2022-06-28,0.0,0.0,0.199,4,24.77,52,3.4,0.0,0
6542,845.0,110.0,14,2022-06-28,0.0,0.0,0.201,4,24.26,54,3.33,0.0,0
6543,774.0,106.0,15,2022-06-28,0.0,0.0,0.51,3,24.77,46,3.7,0.0,0
6544,655.0,101.0,16,2022-06-28,0.0,0.0,0.289,3,25.27,46,4.14,0.0,1
6545,502.0,93.0,17,2022-06-28,0.0,0.0,0.195,3,24.75,52,4.55,0.0,5
6546,327.0,82.0,18,2022-06-28,0.018,0.0,0.165,2,23.65,51,4.49,0.0,3
6547,157.0,64.0,19,2022-06-28,1.352,0.0,0.042,0,21.57,58,3.61,0.0,1
6548,32.0,30.0,20,2022-06-28,0.759,0.0,0.01,0,17.61,77,2.53,0.0,2
6549,0.0,0.0,21,2022-06-28,0.26,0.0,0.0,0,16.41,84,2.14,0.0,9
6550,0.0,0.0,22,2022-06-28,0.0,0.304,0.0,0,16.73,82,1.42,0.0,34
6551,0.0,0.0,23,2022-06-28,0.0,0.381,0.0,0,15.68,86,0.96,0.0,47
6552,0.0,0.0,0,2022-06-29,0.0,0.226,0.0,0,15.62,87,0.9,0.0,67
6553,0.0,0.0,1,2022-06-29,0.0,0.173,0.0,0,15.16,90,0.88,0.0,86
6554,0.0,0.0,2,2022-06-29,0.0,0.175,0.0,0,14.71,90,0.77,0.0,90
6555,0.0,0.0,3,2022-06-29,0.0,0.179,0.0,0,14.71,91,0.86,0.0,91
6556,0.0,0.0,4,2022-06-29,0.0,0.183,0.0,0,14.6,92,1.19,0.0,95
6557,0.0,0.0,5,2022-06-29,0.0,0.183,0.0,0,14.61,93,1.93,0.0,87
6558,6.0,14.0,6,2022-06-29,0.0,0.171,0.008,0,14.61,94,2.54,0.0,87
6559,39.0,72.0,7,2022-06-29,0.0,0.224,0.148,0,15.14,94,3.23,0.0,83
6560,190.0,113.0,8,2022-06-29,0.099,0.0,0.281,2,15.75,92,3.87,0.0,56
6561,404.0,129.0,9,2022-06-29,0.0,0.0,0.185,3,17.87,79,4.06,0.0,58
6562,157.0,324.0,10,2022-06-29,0.0,0.0,0.191,4,19.5,64,2.89,0.0,53
6563,413.0,293.0,11,2022-06-29,0.0,0.0,0.195,4,20.65,60,3.27,0.0,61
6564,607.0,193.0,12,2022-06-29,0.0,0.0,0.276,4,20.15,59,3.91,0.0,73
6565,540.0,257.0,13,2022-06-29,0.0,0.0,0.218,3,20.34,61,3.99,0.0,98
6566,480.0,274.0,14,2022-06-29,0.0,0.0,0.193,4,19.61,60,4.17,0.0,100
6567,542.0,250.0,15,2022-06-29,0.359,0.0,0.474,3,21.25,55,4.46,0.0,100
6568,263.0,291.0,16,2022-06-29,0.67,0.0,0.659,2,20.69,61,5.04,0.0,99
6569,380.0,144.0,17,2022-06-29,0.13,0.0,0.438,2,20.03,60,5.14,0.0,98
6570,199.0,156.0,18,2022-06-29,0.0,0.0,0.21,2,20.11,62,4.92,0.0,99
6571,55.0,114.0,19,2022-06-29,0.092,0.0,0.124,0,18.33,65,4.72,0.0,100
6572,1.0,32.0,20,2022-06-29,0.423,0.0,0.048,0,17.27,69,4.67,0.0,99
6573,0.0,0.0,21,2022-06-29,0.606,0.0,0.001,0,16.18,73,4.07,0.0,55
6574,0.0,0.0,22,2022-06-29,0.0,0.408,0.0,0,15.67,77,3.68,0.0,16
6575,0.0,0.0,23,2022-06-29,0.0,0.307,0.0,0,14.03,81,3.46,0.0,11
6576,0.0,0.0,0,2022-06-30,0.0,0.262,0.0,0,13.79,84,3.36,0.0,73
6577,0.0,0.0,1,2022-06-30,0.0,0.264,0.0,0,12.98,85,3.33,0.0,89
6578,0.0,0.0,2,2022-06-30,0.0,0.269,0.0,0,13.39,82,3.35,0.0,32
6579,0.0,0.0,3,2022-06-30,0.0,0.366,0.0,0,12.92,83,3.45,0.0,4
6580,0.0,0.0,4,2022-06-30,0.0,0.184,0.0,0,12.87,83,3.4,0.0,15
6581,0.0,0.0,5,2022-06-30,0.0,0.181,0.0,0,12.33,83,3.12,0.0,88
6582,2.0,24.0,6,2022-06-30,0.0,0.162,0.016,0,12.38,82,2.88,0.0,94
6583,29.0,97.0,7,2022-06-30,0.0,0.151,0.136,1,13.49,78,3.16,0.0,96
6584,195.0,129.0,8,2022-06-30,0.0,0.0,0.181,3,15.7,68,3.44,0.0,60
6585,390.0,126.0,9,2022-06-30,0.0,0.0,0.181,3,17.92,59,3.6,0.0,60
6586,514.0,153.0,10,2022-06-30,0.0,0.0,0.187,4,19.02,55,2.25,0.0,8
6587,655.0,158.0,11,2022-06-30,0.0,0.0,0.191,4,20.03,54,2.49,0.0,4
6588,632.0,222.0,12,2022-06-30,0.0,0.0,0.202,4,21.09,55,3.02,0.0,5
6589,534.0,303.0,13,2022-06-30,0.0,0.0,0.334,4,22.19,51,3.54,0.0,21
6590,364.0,356.0,14,2022-06-30,0.0,0.0,0.619,3,22.9,48,3.81,0.0,27
6591,678.0,156.0,15,2022-06-30,0.0,0.0,0.253,4,23.67,47,4.08,0.0,1
6592,560.0,137.0,16,2022-06-30,0.0,0.0,0.206,4,23.67,52,4.37,0.0,0
6593,384.0,136.0,17,2022-06-30,0.0,0.0,0.194,3,23.12,55,4.72,0.0,0
6594,315.0,83.0,18,2022-06-30,0.015,0.0,0.167,2,22.08,59,4.84,0.0,0
6595,155.0,62.0,19,2022-06-30,0.155,0.0,0.049,0,20.46,64,4.36,0.0,1
6596,32.0,29.0,20,2022-06-30,0.185,0.0,0.011,0,16.56,76,3.27,0.0,0
6597,0.0,0.0,21,2022-06-30,0.202,0.0,0.0,0,16.09,81,3.0,0.0,0
6598,0.0,0.0,22,2022-06-30,0.0,0.482,0.0,0,15.08,83,2.28,0.0,0
6599,0.0,0.0,23,2022-06-30,0.0,0.334,0.0,0,14.47,84,2.19,0.0,0
6600,0.0,0.0,0,2022-07-01,0.0,0.354,0.0,0,14.43,87,1.8,0.0,0
6601,0.0,0.0,1,2022-07-01,0.0,0.467,0.0,0,15.03,82,1.94,0.0,0
6602,0.0,0.0,2,2022-07-01,0.0,0.377,0.0,0,14.4,86,1.87,0.0,0
6603,0.0,0.0,3,2022-07-01,0.0,0.222,0.0,0,14.43,85,1.69,0.0,0
6604,0.0,0.0,4,2022-07-01,0.0,0.205,0.0,0,14.43,83,1.79,0.0,0
6605,0.0,0.0,5,2022-07-01,0.0,0.182,0.0,0,11.8,89,1.83,0.0,0
6606,16.0,18.0,6,2022-07-01,0.0,0.164,0.015,0,12.56,86,1.83,0.0,0
6607,120.0,56.0,7,2022-07-01,0.0,0.062,0.149,2,18.82,66,1.59,0.0,0
6608,282.0,77.0,8,2022-07-01,0.124,0.0,0.364,2,20.55,58,1.03,0.0,0
6609,453.0,90.0,9,2022-07-01,0.0,0.0,0.245,3,21.71,54,0.78,0.0,0
6610,609.0,99.0,10,2022-07-01,0.0,0.0,0.25,4,23.3,49,0.6,0.0,0
6611,734.0,105.0,11,2022-07-01,0.0,0.0,0.47,4,24.41,49,0.3,0.0,0
6612,816.0,108.0,12,2022-07-01,0.0,0.0,0.252,4,26.04,44,0.76,0.0,0
6613,848.0,110.0,13,2022-07-01,0.0,0.0,0.191,4,26.57,43,1.63,0.0,0
6614,828.0,109.0,14,2022-07-01,0.0,0.0,0.202,4,27.67,40,2.53,0.0,0
6615,757.0,106.0,15,2022-07-01,0.0,0.0,0.304,4,28.63,37,3.09,0.0,0
6616,643.0,99.0,16,2022-07-01,0.0,0.0,0.297,3,29.1,39,3.47,0.0,0
6617,492.0,92.0,17,2022-07-01,0.0,0.0,0.281,3,27.95,47,3.9,0.0,0
6618,323.0,80.0,18,2022-07-01,0.209,0.0,0.237,2,27.41,50,3.75,0.0,0
6619,156.0,62.0,19,2022-07-01,1.673,0.0,0.044,0,26.03,56,2.94,0.0,0
6620,33.0,28.0,20,2022-07-01,0.402,0.0,0.011,0,18.14,79,2.3,0.0,0
6621,0.0,0.0,21,2022-07-01,0.269,0.0,0.0,0,16.93,79,1.86,0.0,0
6622,0.0,0.0,22,2022-07-01,0.0,0.257,0.0,0,16.96,84,0.88,0.0,2
6623,0.0,0.0,23,2022-07-01,0.0,0.279,0.0,0,16.15,85,0.17,0.0,7
6624,0.0,0.0,0,2022-07-02,0.0,0.234,0.0,0,18.79,80,0.49,0.0,10
6625,0.0,0.0,1,2022-07-02,0.0,0.419,0.0,0,18.21,83,0.76,0.0,9
6626,0.0,0.0,2,2022-07-02,0.0,0.312,0.0,0,18.13,82,1.01,0.0,11
6627,0.0,0.0,3,2022-07-02,0.0,0.194,0.0,0,18.19,82,0.99,0.0,48
6628,0.0,0.0,4,2022-07-02,0.0,0.223,0.0,0,18.14,81,0.98,0.0,50
6629,0.0,0.0,5,2022-07-02,0.0,0.191,0.0,0,18.09,80,0.97,0.0,59
6630,14.0,18.0,6,2022-07-02,0.0,0.172,0.018,0,18.15,81,0.8,0.0,83
6631,86.0,73.0,7,2022-07-02,0.0,0.068,0.121,1,20.44,76,0.71,0.0,91
6632,243.0,97.0,8,2022-07-02,0.0,0.0,0.198,2,21.67,74,0.2,0.0,85
6633,315.0,172.0,9,2022-07-02,0.0,0.0,0.188,3,18.09,74,0.42,0.0,55
6634,570.0,124.0,10,2022-07-02,0.229,0.0,0.713,3,24.79,63,0.77,0.0,44
6635,727.0,115.0,11,2022-07-02,0.0,0.0,0.322,3,26.32,60,0.94,0.0,69
6636,799.0,123.0,12,2022-07-02,0.0,0.0,0.225,4,27.92,57,1.52,0.0,94
6637,518.0,327.0,13,2022-07-02,0.0,0.0,0.247,3,29.04,50,2.24,0.0,98
6638,563.0,286.0,14,2022-07-02,0.073,0.0,0.546,3,29.04,55,2.37,0.0,73
6639,611.0,193.0,15,2022-07-02,0.0,0.0,0.34,4,29.04,53,2.3,0.0,18
6640,626.0,109.0,16,2022-07-02,0.248,0.0,0.647,2,29.56,51,2.27,0.0,3
6641,498.0,87.0,17,2022-07-02,0.0,0.0,0.353,2,29.06,48,2.44,0.0,1
6642,323.0,78.0,18,2022-07-02,0.388,0.0,0.272,1,29.02,49,2.32,0.0,0
6643,154.0,61.0,19,2022-07-02,1.255,0.0,0.056,0,28.21,54,1.47,0.0,0
6644,32.0,28.0,20,2022-07-02,0.651,0.0,0.016,0,24.65,76,1.09,0.0,0
6645,0.0,0.0,21,2022-07-02,0.617,0.0,0.0,0,18.32,77,1.11,0.0,0
6646,0.0,0.0,22,2022-07-02,0.0,0.499,0.0,0,18.29,78,1.15,0.0,44
6647,0.0,0.0,23,2022-07-02,0.0,0.4,0.0,0,17.44,78,1.22,0.0,87
6648,0.0,0.0,0,2022-07-03,0.0,0.283,0.0,0,17.24,79,1.67,0.0,100
6649,0.0,0.0,1,2022-07-03,0.0,0.243,0.0,0,17.65,84,2.52,0.0,98
6650,0.0,0.0,2,2022-07-03,0.0,0.336,0.0,0,16.84,87,1.6,0.0,93
6651,0.0,0.0,3,2022-07-03,0.0,0.293,0.0,0,16.8,90,0.94,0.0,87
6652,0.0,0.0,4,2022-07-03,0.0,0.195,0.0,0,16.8,92,2.84,0.0,58
6653,0.0,0.0,5,2022-07-03,0.0,0.182,0.0,0,16.6,92,0.98,0.3,51
6654,2.0,13.0,6,2022-07-03,0.0,0.176,0.0,0,19.96,83,0.95,0.41,47
6655,25.0,79.0,7,2022-07-03,0.0,0.17,0.023,0,18.97,89,0.49,0.0,35
6656,215.0,111.0,8,2022-07-03,0.155,0.0,0.092,0,19.53,89,0.87,0.0,20
6657,18.0,177.0,9,2022-07-03,0.089,0.0,0.128,0,20.68,91,0.71,0.0,10
6658,221.0,202.0,10,2022-07-03,0.14,0.0,0.172,1,23.27,85,0.26,0.0,96
6659,674.0,123.0,11,2022-07-03,1.11,0.0,0.632,0,24.48,79,2.04,0.0,93
6660,773.0,122.0,12,2022-07-03,0.75,0.0,0.766,2,22.29,77,1.76,0.0,96
6661,641.0,224.0,13,2022-07-03,0.0,0.0,0.438,3,27.91,63,0.91,0.0,98
6662,381.0,282.0,14,2022-07-03,0.0,0.0,0.333,3,23.83,66,2.09,0.0,98
6663,351.0,282.0,15,2022-07-03,0.018,0.0,0.369,2,23.83,64,2.63,0.0,98
6664,121.0,309.0,16,2022-07-03,0.212,0.0,0.318,0,24.69,62,2.86,0.0,92
6665,191.0,210.0,17,2022-07-03,0.217,0.0,0.289,0,25.64,67,2.6,0.0,90
6666,117.0,153.0,18,2022-07-03,0.218,0.0,0.278,0,25.09,71,1.85,0.0,84
6667,38.0,91.0,19,2022-07-03,1.365,0.0,0.129,0,24.45,72,1.1,0.0,81
6668,7.0,30.0,20,2022-07-03,0.777,0.0,0.02,0,23.83,75,1.17,0.0,90
6669,0.0,0.0,21,2022-07-03,0.623,0.0,0.0,0,22.67,79,1.19,0.0,93
6670,0.0,0.0,22,2022-07-03,0.0,0.433,0.0,0,21.81,82,1.25,0.0,96
6671,0.0,0.0,23,2022-07-03,0.0,0.444,0.0,0,21.77,83,1.17,0.0,77
6672,0.0,0.0,0,2022-07-04,0.0,0.442,0.0,0,21.47,81,1.27,0.0,77
6673,0.0,0.0,1,2022-07-04,0.0,0.33,0.0,0,17.24,86,1.44,0.0,18
6674,0.0,0.0,2,2022-07-04,0.0,0.305,0.0,0,17.61,88,1.47,0.0,16
6675,0.0,0.0,3,2022-07-04,0.0,0.275,0.0,0,20.39,89,0.66,0.0,13
6676,0.0,0.0,4,2022-07-04,0.0,0.206,0.0,0,16.84,92,0.51,0.0,8
6677,0.0,0.0,5,2022-07-04,0.0,0.176,0.0,0,19.88,89,0.67,0.0,6
6678,11.0,17.0,6,2022-07-04,0.0,0.14,0.04,0,19.86,92,0.69,0.0,2
6679,84.0,70.0,7,2022-07-04,0.0,0.303,0.059,0,20.49,93,0.3,0.0,10
6680,194.0,116.0,8,2022-07-04,0.083,0.0,0.218,2,21.58,89,0.56,0.0,13
6681,379.0,120.0,9,2022-07-04,0.0,0.0,0.2,3,23.46,85,0.73,0.0,10
6682,542.0,131.0,10,2022-07-04,0.0,0.0,0.185,4,24.7,78,1.68,0.0,55
6683,687.0,118.0,11,2022-07-04,0.083,0.0,0.775,2,25.74,73,1.51,0.0,35
6684,656.0,170.0,12,2022-07-04,0.107,0.0,0.445,4,27.49,66,1.43,0.0,8
6685,771.0,144.0,13,2022-07-04,0.0,0.0,0.207,4,28.55,64,2.34,0.0,11
6686,646.0,183.0,14,2022-07-04,0.0,0.0,0.187,4,21.4,66,3.14,0.0,34
6687,441.0,214.0,15,2022-07-04,0.0,0.0,0.3,4,21.22,65,3.46,0.0,27
6688,330.0,227.0,16,2022-07-04,0.0,0.0,0.349,3,27.02,66,2.24,0.0,51
6689,345.0,147.0,17,2022-07-04,0.0,0.0,0.307,3,26.98,66,2.18,0.0,27
6690,220.0,113.0,18,2022-07-04,0.051,0.0,0.283,2,26.45,66,2.1,0.0,25
6691,114.0,70.0,19,2022-07-04,0.304,0.0,0.06,0,24.43,73,2.08,0.0,27
6692,22.0,30.0,20,2022-07-04,0.414,0.0,0.019,0,23.03,75,1.66,0.0,20
6693,0.0,0.0,21,2022-07-04,0.438,0.0,0.0,0,18.32,77,1.31,0.0,18
6694,0.0,0.0,22,2022-07-04,0.0,0.386,0.0,0,21.51,82,0.7,0.0,6
6695,0.0,0.0,23,2022-07-04,0.0,0.371,0.0,0,21.53,83,1.2,0.0,5
6696,0.0,0.0,0,2022-07-05,0.0,0.385,0.0,0,20.98,85,1.21,0.0,4
6697,0.0,0.0,1,2022-07-05,0.0,0.364,0.0,0,20.93,86,1.19,0.0,12
6698,0.0,0.0,2,2022-07-05,0.0,0.353,0.0,0,20.39,86,0.61,0.0,47
6699,0.0,0.0,3,2022-07-05,0.0,0.223,0.0,0,20.43,88,1.0,0.0,68
6700,0.0,0.0,4,2022-07-05,0.0,0.19,0.0,0,19.88,88,1.26,0.0,100
6701,0.0,0.0,5,2022-07-05,0.0,0.19,0.0,0,19.88,89,1.29,0.0,71
6702,7.0,16.0,6,2022-07-05,0.0,0.159,0.014,0,19.87,90,1.66,0.0,54
6703,56.0,68.0,7,2022-07-05,0.0,0.081,0.165,1,23.09,75,1.38,0.0,43
6704,240.0,90.0,8,2022-07-05,0.0,0.0,0.314,2,23.85,78,1.11,0.0,8
6705,456.0,81.0,9,2022-07-05,0.0,0.0,0.3,3,24.41,79,0.81,0.0,1
6706,612.0,88.0,10,2022-07-05,0.0,0.0,0.288,4,26.01,66,0.27,0.0,7
6707,735.0,93.0,11,2022-07-05,0.0,0.0,0.302,4,29.65,53,0.17,0.0,12
6708,795.0,110.0,12,2022-07-05,0.0,0.0,0.288,4,28.11,60,0.2,0.0,7
6709,815.0,117.0,13,2022-07-05,0.0,0.0,0.299,4,30.71,48,1.31,0.0,7
6710,790.0,119.0,14,2022-07-05,0.0,0.0,0.425,4,31.06,58,2.56,0.0,13
6711,536.0,154.0,15,2022-07-05,0.0,0.0,0.316,4,30.63,58,3.61,0.0,24
6712,354.0,221.0,16,2022-07-05,0.0,0.0,0.285,3,22.81,58,4.12,0.0,61
6713,312.0,178.0,17,2022-07-05,0.0,0.0,0.28,3,21.06,60,2.9,0.0,66
6714,235.0,106.0,18,2022-07-05,0.0,0.0,0.265,2,22.34,61,1.42,0.0,74
6715,84.0,91.0,19,2022-07-05,0.863,0.0,0.061,0,22.91,66,0.61,0.0,71
6716,6.0,39.0,20,2022-07-05,0.822,0.0,0.028,0,20.24,78,0.43,0.0,74
6717,0.0,0.0,21,2022-07-05,0.569,0.0,0.0,0,21.22,68,0.54,0.0,74
6718,0.0,0.0,22,2022-07-05,0.0,0.681,0.0,0,21.26,67,2.16,0.0,89
6719,0.0,0.0,23,2022-07-05,0.0,0.555,0.0,0,21.14,65,0.75,0.0,16
6720,0.0,0.0,0,2022-07-06,0.0,0.469,0.0,0,21.81,61,1.25,0.0,4
6721,0.0,0.0,1,2022-07-06,0.0,0.236,0.0,0,21.02,65,0.42,0.0,1
6722,0.0,0.0,2,2022-07-06,0.0,0.183,0.0,0,19.92,68,0.82,0.0,0
6723,0.0,0.0,3,2022-07-06,0.0,0.155,0.0,0,20.94,63,1.48,0.0,1
6724,0.0,0.0,4,2022-07-06,0.0,0.161,0.0,0,20.94,65,1.8,0.0,2
6725,0.0,0.0,5,2022-07-06,0.0,0.173,0.0,0,20.62,69,2.0,0.0,0
6726,12.0,16.0,6,2022-07-06,0.0,0.163,0.012,0,20.65,70,1.56,0.0,2
6727,111.0,54.0,7,2022-07-06,0.0,0.231,0.169,0,22.15,66,1.39,0.0,1
6728,273.0,73.0,8,2022-07-06,0.0,0.0,0.279,2,24.54,59,1.59,0.0,0
6729,442.0,85.0,9,2022-07-06,0.0,0.0,0.219,3,25.51,58,2.23,0.0,0
6730,593.0,97.0,10,2022-07-06,0.0,0.0,0.235,4,26.9,56,1.28,0.0,27
6731,719.0,103.0,11,2022-07-06,0.0,0.0,0.236,4,24.22,56,0.87,0.0,45
6732,803.0,106.0,12,2022-07-06,0.0,0.0,0.322,4,26.18,55,1.65,0.0,48
6733,810.0,118.0,13,2022-07-06,0.0,0.0,0.225,4,26.06,56,2.26,0.0,27
6734,717.0,137.0,14,2022-07-06,0.0,0.0,0.292,4,30.46,46,2.83,0.0,52
6735,663.0,136.0,15,2022-07-06,0.0,0.0,0.43,3,30.99,43,3.47,0.0,40
6736,538.0,124.0,16,2022-07-06,0.0,0.0,0.283,3,31.52,42,4.01,0.0,2
6737,435.0,102.0,17,2022-07-06,0.001,0.0,0.27,3,32.62,42,4.03,0.12,0
6738,282.0,88.0,18,2022-07-06,0.081,0.0,0.296,1,31.56,48,3.37,0.0,0
6739,142.0,62.0,19,2022-07-06,0.327,0.0,0.06,0,29.45,53,2.04,0.0,1
6740,29.0,27.0,20,2022-07-06,0.303,0.0,0.014,0,24.87,66,1.45,0.0,0
6741,0.0,0.0,21,2022-07-06,0.263,0.0,0.0,0,23.86,66,1.56,0.0,0
6742,0.0,0.0,22,2022-07-06,0.0,0.38,0.0,0,25.47,70,1.52,0.0,0
6743,0.0,0.0,23,2022-07-06,0.0,0.418,0.0,0,23.12,78,2.34,0.0,2
6744,0.0,0.0,0,2022-07-07,0.0,0.331,0.0,0,22.27,78,2.54,0.0,2
6745,0.0,0.0,1,2022-07-07,0.0,0.327,0.0,0,23.87,73,2.68,0.0,1
6746,0.0,0.0,2,2022-07-07,0.0,0.396,0.0,0,24.88,62,3.75,0.0,0
6747,0.0,0.0,3,2022-07-07,0.0,0.29,0.0,0,24.64,58,4.33,0.0,0
6748,0.0,0.0,4,2022-07-07,0.0,0.297,0.0,0,24.36,57,4.41,0.0,0
6749,0.0,0.0,5,2022-07-07,0.0,0.293,0.0,0,23.36,55,4.32,0.0,0
6750,14.0,15.0,6,2022-07-07,0.0,0.274,0.013,0,23.36,54,4.32,0.0,0
6751,114.0,53.0,7,2022-07-07,0.0,0.159,0.145,1,23.3,39,4.45,0.0,0
6752,276.0,74.0,8,2022-07-07,0.0,0.0,0.22,2,24.2,37,4.86,0.0,0
6753,450.0,87.0,9,2022-07-07,0.0,0.0,0.213,3,25.3,37,5.02,0.0,0
6754,611.0,96.0,10,2022-07-07,0.0,0.0,0.215,4,26.97,38,5.14,0.0,0
6755,740.0,102.0,11,2022-07-07,0.0,0.0,0.227,4,29.56,34,4.5,0.0,0
6756,828.0,106.0,12,2022-07-07,0.0,0.0,0.286,4,29.73,36,3.61,0.0,0
6757,860.0,107.0,13,2022-07-07,0.0,0.0,0.344,4,31.33,31,2.83,0.0,0
6758,841.0,105.0,14,2022-07-07,0.0,0.0,0.514,4,32.9,32,1.93,0.0,0
6759,768.0,103.0,15,2022-07-07,0.0,0.0,0.465,3,33.45,28,1.31,0.0,0
6760,652.0,97.0,16,2022-07-07,0.0,0.0,0.549,3,34.01,26,1.74,0.0,0
6761,501.0,89.0,17,2022-07-07,0.034,0.0,0.599,1,34.53,24,2.41,0.0,0
6762,330.0,78.0,18,2022-07-07,0.212,0.0,0.311,0,34.23,24,2.48,0.0,0
6763,161.0,60.0,19,2022-07-07,0.467,0.0,0.05,0,29.01,47,2.46,0.0,0
6764,34.0,27.0,20,2022-07-07,0.403,0.0,0.01,0,28.43,40,2.2,0.0,0
6765,0.0,0.0,21,2022-07-07,0.284,0.0,0.0,0,24.1,45,2.27,0.0,0
6766,0.0,0.0,22,2022-07-07,0.0,0.426,0.0,0,24.11,60,1.9,0.0,0
6767,0.0,0.0,23,2022-07-07,0.0,0.438,0.0,0,23.07,60,2.49,0.0,0
6768,0.0,0.0,0,2022-07-08,0.0,0.287,0.0,0,22.87,61,2.33,0.0,0
6769,0.0,0.0,1,2022-07-08,0.0,0.162,0.0,0,23.0,60,2.65,0.0,0
6770,0.0,0.0,2,2022-07-08,0.0,0.179,0.0,0,24.68,53,3.13,0.0,0
6771,0.0,0.0,3,2022-07-08,0.0,0.175,0.0,0,21.29,51,3.32,0.0,0
6772,0.0,0.0,4,2022-07-08,0.0,0.167,0.0,0,20.71,50,3.16,0.0,0
6773,0.0,0.0,5,2022-07-08,0.0,0.161,0.0,0,20.29,49,3.11,0.0,0
6774,15.0,15.0,6,2022-07-08,0.0,0.163,0.01,0,24.44,52,3.29,0.0,0
6775,119.0,53.0,7,2022-07-08,0.0,0.138,0.175,1,24.64,33,4.06,0.0,0
6776,285.0,73.0,8,2022-07-08,0.0,0.0,0.224,2,25.75,33,4.16,0.0,0
6777,461.0,86.0,9,2022-07-08,0.0,0.0,0.325,3,27.49,33,4.33,0.0,0
6778,621.0,95.0,10,2022-07-08,0.0,0.0,0.327,4,29.16,33,4.46,0.0,0
6779,748.0,101.0,11,2022-07-08,0.0,0.0,0.241,4,31.9,33,3.76,0.0,0
6780,831.0,104.0,12,2022-07-08,0.0,0.0,0.246,4,32.08,29,2.82,0.0,0
6781,867.0,106.0,13,2022-07-08,0.093,0.0,0.796,3,33.54,27,1.65,0.0,0
6782,846.0,104.0,14,2022-07-08,0.0,0.0,0.395,4,34.59,23,0.74,0.0,0
6783,773.0,101.0,15,2022-07-08,0.0,0.0,0.288,3,35.51,23,1.21,0.0,0
6784,656.0,96.0,16,2022-07-08,0.0,0.0,0.29,3,35.99,22,2.14,0.0,0
6785,503.0,88.0,17,2022-07-08,0.0,0.0,0.266,3,37.05,21,2.68,0.0,0
6786,331.0,77.0,18,2022-07-08,0.044,0.0,0.252,2,36.37,22,2.65,0.0,0
6787,161.0,59.0,19,2022-07-08,0.346,0.0,0.046,0,30.74,47,2.34,0.0,0
6788,34.0,26.0,20,2022-07-08,0.399,0.0,0.008,0,28.44,52,2.03,0.0,0
6789,0.0,0.0,21,2022-07-08,0.304,0.0,0.0,0,24.28,53,1.87,0.0,0
6790,0.0,0.0,22,2022-07-08,0.0,0.326,0.0,0,22.38,60,2.19,0.0,0
6791,0.0,0.0,23,2022-07-08,0.0,0.394,0.0,0,24.89,68,2.68,0.0,0
6792,0.0,0.0,0,2022-07-09,0.0,0.356,0.0,0,23.23,70,2.64,0.0,0
6793,0.0,0.0,1,2022-07-09,0.0,0.354,0.0,0,23.86,73,2.16,0.0,0
6794,0.0,0.0,2,2022-07-09,0.0,0.281,0.0,0,22.88,77,2.16,0.0,0
6795,0.0,0.0,3,2022-07-09,0.0,0.271,0.0,0,22.8,76,2.64,0.0,0
6796,0.0,0.0,4,2022-07-09,0.0,0.288,0.0,0,19.92,73,3.09,0.0,0
6797,0.0,0.0,5,2022-07-09,0.0,0.26,0.0,0,20.75,65,3.23,0.0,0
6798,14.0,15.0,6,2022-07-09,0.0,0.136,0.011,0,20.36,58,3.5,0.0,0
6799,117.0,53.0,7,2022-07-09,0.0,0.224,0.175,1,23.05,54,4.15,0.0,0
6800,284.0,72.0,8,2022-07-09,0.302,0.0,0.311,2,28.49,32,4.26,0.0,0
6801,460.0,85.0,9,2022-07-09,0.0,0.0,0.333,3,30.18,31,4.26,0.0,0
6802,619.0,94.0,10,2022-07-09,0.205,0.0,0.873,2,31.34,32,3.46,0.0,0
6803,746.0,100.0,11,2022-07-09,0.088,0.0,0.535,3,33.89,30,2.68,0.0,0
6804,829.0,103.0,12,2022-07-09,0.0,0.0,0.23,4,35.28,29,2.05,0.0,0
6805,857.0,105.0,13,2022-07-09,0.0,0.0,0.203,4,36.46,25,1.25,0.0,0
6806,838.0,103.0,14,2022-07-09,0.0,0.0,0.327,4,36.93,19,0.87,0.0,0
6807,767.0,100.0,15,2022-07-09,0.232,0.0,0.777,2,36.98,20,1.92,0.0,0
6808,652.0,95.0,16,2022-07-09,0.0,0.0,0.452,3,37.52,31,2.53,0.0,0
6809,501.0,88.0,17,2022-07-09,0.024,0.0,0.36,2,34.3,33,2.51,0.0,0
6810,329.0,77.0,18,2022-07-09,0.182,0.0,0.273,1,32.78,37,2.2,0.0,0
6811,160.0,59.0,19,2022-07-09,0.373,0.0,0.073,0,32.37,38,1.68,0.0,0
6812,34.0,26.0,20,2022-07-09,0.332,0.0,0.017,0,30.71,42,1.3,0.0,0
6813,0.0,0.0,21,2022-07-09,0.434,0.0,0.0,0,27.64,54,1.5,0.0,0
6814,0.0,0.0,22,2022-07-09,0.0,0.665,0.0,0,20.35,59,1.2,0.0,0
6815,0.0,0.0,23,2022-07-09,0.0,0.45,0.0,0,25.36,55,0.72,0.0,0
